10-01-2022 20:25:52.167 INFO  c.e.x.controller.XmlController.parseProjectByPath - Run into API: /pathParse
10-01-2022 20:25:52.188 INFO  c.e.x.controller.XmlController.parseProjectByPath - Start building xml tree...
10-01-2022 20:25:52.499 INFO  c.e.x.controller.XmlController.parseProjectByPath - Done parsing xml tree...
10-01-2022 20:25:52.545 INFO  c.e.x.controller.XmlController.parseProjectByPath - Parsing xml nodes done in 376 ms!
10-01-2022 20:25:52.545 INFO  c.e.x.controller.XmlController.parseProjectByPath - Recalculating xmlNode id by javaNode id...
10-01-2022 20:26:03.458 INFO  c.e.x.controller.XmlController.analyzeDependency - Run into API: /dependency
10-01-2022 20:26:03.461 INFO  c.e.x.controller.XmlController.analyzeDependency - Analyzing dependency...
10-01-2022 20:26:03.651 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:39:34\li:41:13\a:41:25 with value breadcrumb
10-01-2022 20:26:03.651 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:56:49\h:form:57:43\div:59:38\div:71:47\div:72:54\div:76:62\p:commandButton:90:108 with value menu
10-01-2022 20:26:03.651 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:56:49\h:form:57:43\div:59:38\div:94:58\p:commandButton:100:124 with value menu
10-01-2022 20:26:03.651 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:112:52\h:form:113:40\p:dataTable:129:90\p:column:174:76\p:commandButton:188:149 with value menu
10-01-2022 20:26:03.651 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:35:39 with value messages
10-01-2022 20:26:03.652 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:56:49\h:form:57:43\div:59:38\div:60:47\p:selectOneMenu:62:101\f:selectItems:68:105 with value enums
10-01-2022 20:26:03.652 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:112:52\h:form:113:40\p:dataTable:129:90\p:column:135:98\span:141:78 with value enums
10-01-2022 20:26:03.652 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:112:52\h:form:113:40\p:dataTable:129:90\p:column:135:98\span:137:74 with value enums
10-01-2022 20:26:03.652 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:56:49\h:form:57:43\div:59:38\div:71:47\div:72:54\p:inputText:75:98 with value messages
10-01-2022 20:26:03.653 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:39:34\li:40:13\a:40:25 with value breadcrumb
10-01-2022 20:26:03.653 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:112:52\h:form:113:40\p:dataTable:129:90\p:column:135:98 with value messages
10-01-2022 20:26:03.653 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:56:49\h:form:57:43\div:59:38\div:71:47\div:72:54\div:76:62\p:commandButton:82:93 with value menu
10-01-2022 20:26:03.653 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:112:52\h:form:113:40\p:dataTable:129:90\p:column:174:76\p:commandButton:180:124 with value menu
10-01-2022 20:26:03.653 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:112:52\h:form:113:40\p:dataTable:129:90\p:column:174:76\p:commandButton:196:149 with value menu
10-01-2022 20:26:03.654 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:31:33 with value messages
10-01-2022 20:26:03.654 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:112:52\h:form:113:40\p:dataTable:129:90\p:column:135:98\span:150:108 with value messages
10-01-2022 20:26:03.654 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:112:52\h:form:113:40\p:dataTable:129:90\p:column:135:98\span:146:112 with value messages
10-01-2022 20:26:03.654 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:112:52\h:form:113:40\p:dataTable:129:90 with value messages
10-01-2022 20:26:03.654 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:39:34\li:42:28\a:43:48 with value breadcrumb
10-01-2022 20:26:03.654 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:56:49\h:form:57:43\div:59:38\div:94:58\p:commandButton:107:121 with value menu
10-01-2022 20:26:03.655 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:112:52\h:form:113:40\p:dataTable:129:90\p:column:159:90 with value messages
10-01-2022 20:26:03.655 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\fixed\listFixedMovements.xhtml\ui:composition:25:57\ui:define:49:31\div:55:67\div:56:49\h:form:57:43\div:59:38\div:60:47\p:selectOneMenu:62:101\f:selectItem:64:86 with value menu
10-01-2022 20:26:03.655 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:61:31\h:form:62:59\div:70:71\div:157:52\ui:fragment:158:86\p:commandButton:167:85 with value menu
10-01-2022 20:26:03.655 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:61:31\h:form:62:59\div:70:71\div:71:53\h3:72:43\h:outputText:77:92 with value messages
10-01-2022 20:26:03.655 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:36:39\o:outputFormat:38:91 with value messages
10-01-2022 20:26:03.655 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:61:31\h:form:62:59\div:70:71\div:157:52\ui:fragment:170:87\p:commandButton:182:121 with value menu
10-01-2022 20:26:03.656 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:47:34\li:50:13\a:50:49 with value breadcrumb
10-01-2022 20:26:03.656 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:47:34\li:52:69\a:53:25 with value breadcrumb
10-01-2022 20:26:03.656 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:47:34\li:56:70\a:57:25 with value breadcrumb
10-01-2022 20:26:03.656 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:61:31\h:form:62:59\div:70:71\div:157:52\ui:fragment:158:86\h:outputText:160:88 with value messages
10-01-2022 20:26:03.656 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:61:31\h:form:62:59\div:70:71\div:157:52\ui:fragment:170:87\p:commandButton:196:152 with value menu
10-01-2022 20:26:03.657 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:36:39\o:outputFormat:42:90 with value messages
10-01-2022 20:26:03.657 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:61:31\h:form:62:59\div:70:71\div:157:52\ui:fragment:170:87\p:commandButton:175:100 with value menu
10-01-2022 20:26:03.657 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:47:34\li:49:13\a:49:25 with value breadcrumb
10-01-2022 20:26:03.657 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:32:33 with value messages
10-01-2022 20:26:03.657 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:61:31\h:form:62:59\div:70:71\div:157:52\ui:fragment:170:87\p:commandButton:189:164 with value menu
10-01-2022 20:26:03.658 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:61:31\h:form:62:59\div:70:71\div:71:53\h3:72:43\h:outputText:80:92 with value messages
10-01-2022 20:26:03.658 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\detailPeriodMovement.xhtml\ui:composition:26:57\ui:define:47:34\li:48:13\a:48:25 with value breadcrumb
10-01-2022 20:26:03.658 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogApportionment.xhtml\p:dialog:29:62\h:form:31:36\div:45:26\div:46:47\p:commandButton:51:93 with value menu
10-01-2022 20:26:03.658 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogApportionment.xhtml\p:dialog:29:62\h:form:31:36\div:45:26\div:46:47\p:commandButton:56:78 with value menu
10-01-2022 20:26:03.658 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogApportionment.xhtml\p:dialog:29:62 with value messages
10-01-2022 20:26:03.658 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogPaymentConfirmation.xhtml\p:dialog:28:56\div:40:22\div:41:44\p:commandButton:44:80 with value menu
10-01-2022 20:26:03.659 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogPaymentConfirmation.xhtml\p:dialog:28:56 with value messages
10-01-2022 20:26:03.659 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogPaymentConfirmation.xhtml\p:dialog:28:56\div:30:22\div:31:55\h4:32:17\o:outputFormat:34:84 with value messages
10-01-2022 20:26:03.659 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogPaymentDetails.xhtml\p:dialog:30:63\div:32:22\div:53:42\h:outputText:56:93 with value enums
10-01-2022 20:26:03.660 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogPaymentDetails.xhtml\p:dialog:30:63 with value messages
10-01-2022 20:26:03.660 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogPaymentDetails.xhtml\p:dialog:30:63\div:77:22\div:78:43\p:commandButton:82:74 with value menu
10-01-2022 20:26:03.660 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogSearchContact.xhtml\p:dialog:30:56\h:form:32:36\div:63:26\div:64:36\p:dataTable:76:78\p:column:90:77 with value messages
10-01-2022 20:26:03.661 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogSearchContact.xhtml\p:dialog:30:56\h:form:32:36\div:63:26\div:64:36\p:dataTable:76:78\p:column:86:81 with value messages
10-01-2022 20:26:03.661 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogSearchContact.xhtml\p:dialog:30:56\h:form:32:36\div:63:26\div:64:36\p:dataTable:76:78\p:column:82:77 with value messages
10-01-2022 20:26:03.661 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogSearchContact.xhtml\p:dialog:30:56\h:form:32:36\div:44:26\div:45:47\div:46:62\p:inputText:50:79 with value messages
10-01-2022 20:26:03.661 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogSearchContact.xhtml\p:dialog:30:56 with value messages
10-01-2022 20:26:03.662 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogSearchContact.xhtml\p:dialog:30:56\h:form:32:36\div:63:26\div:64:36\p:dataTable:76:78\p:column:90:77 with value enums
10-01-2022 20:26:03.662 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\dialogSearchContact.xhtml\p:dialog:30:56\h:form:32:36\div:63:26\div:64:36\p:dataTable:76:78 with value messages
10-01-2022 20:26:03.662 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPayment.xhtml\ui:composition:25:57\ui:define:31:33 with value messages
10-01-2022 20:26:03.662 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPayment.xhtml\ui:composition:25:57\ui:define:49:31\h:form:50:52\div:56:71\div:57:43\div:107:43\div:108:42\div:109:63\h4:110:37 with value messages
10-01-2022 20:26:03.662 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPayment.xhtml\ui:composition:25:57\ui:define:49:31\h:form:50:52\div:56:71\div:125:52\p:commandButton:154:81 with value menu
10-01-2022 20:26:03.663 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPayment.xhtml\ui:composition:25:57\ui:define:49:31\h:form:50:52\div:56:71\div:57:43\div:58:43\div:59:42\div:60:63\h4:61:37 with value messages
10-01-2022 20:26:03.663 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPayment.xhtml\ui:composition:25:57\ui:define:42:34\li:44:13\a:44:25 with value breadcrumb
10-01-2022 20:26:03.663 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPayment.xhtml\ui:composition:25:57\ui:define:49:31\h:form:50:52\div:56:71\div:57:43\div:58:43\div:59:42\div:81:62 with value enums
10-01-2022 20:26:03.663 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPayment.xhtml\ui:composition:25:57\ui:define:42:34\li:46:28\a:46:40 with value breadcrumb
10-01-2022 20:26:03.663 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPayment.xhtml\ui:composition:25:57\ui:define:42:34\li:43:13\a:43:25 with value breadcrumb
10-01-2022 20:26:03.664 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPayment.xhtml\ui:composition:25:57\ui:define:49:31\h:form:50:52\div:56:71\div:125:52\ui:fragment:126:77\p:commandButton:139:87 with value menu
10-01-2022 20:26:03.664 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPayment.xhtml\ui:composition:25:57\ui:define:49:31\h:form:50:52\div:56:71\div:125:52\ui:fragment:126:77\p:commandButton:132:85 with value menu
10-01-2022 20:26:03.664 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPayment.xhtml\ui:composition:25:57\ui:define:49:31\h:form:50:52\div:56:71\div:125:52\ui:fragment:142:78\p:commandButton:148:81 with value menu
10-01-2022 20:26:03.664 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPayment.xhtml\ui:composition:25:57\ui:define:35:39\o:outputFormat:37:73 with value messages
10-01-2022 20:26:03.664 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPayment.xhtml\ui:composition:25:57\ui:define:42:34\li:45:13\a:45:49 with value breadcrumb
10-01-2022 20:26:03.665 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPeriodMovement.xhtml\ui:composition:26:57\ui:define:46:34\li:55:68\a:56:25 with value breadcrumb
10-01-2022 20:26:03.665 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPeriodMovement.xhtml\ui:composition:26:57\ui:define:60:31\h:form:61:59\div:72:71\div:179:52\p:commandButton:216:88 with value menu
10-01-2022 20:26:03.665 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPeriodMovement.xhtml\ui:composition:26:57\ui:define:60:31\h:form:61:59\div:72:71\div:179:52\p:commandButton:202:90 with value menu
10-01-2022 20:26:03.665 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPeriodMovement.xhtml\ui:composition:26:57\ui:define:46:34\li:49:13\a:49:49 with value breadcrumb
10-01-2022 20:26:03.666 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPeriodMovement.xhtml\ui:composition:26:57\ui:define:32:33 with value messages
10-01-2022 20:26:03.666 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPeriodMovement.xhtml\ui:composition:26:57\ui:define:60:31\h:form:61:59\div:72:71\div:179:52\p:commandButton:186:89 with value menu
10-01-2022 20:26:03.666 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPeriodMovement.xhtml\ui:composition:26:57\ui:define:46:34\li:47:13\a:47:25 with value breadcrumb
10-01-2022 20:26:03.666 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPeriodMovement.xhtml\ui:composition:26:57\ui:define:46:34\li:48:13\a:48:25 with value breadcrumb
10-01-2022 20:26:03.666 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPeriodMovement.xhtml\ui:composition:26:57\ui:define:60:31\h:form:61:59\div:72:71\div:73:53\h3:74:43\o:outputFormat:81:105 with value messages
10-01-2022 20:26:03.667 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPeriodMovement.xhtml\ui:composition:26:57\ui:define:60:31\h:form:61:59\div:72:71\div:179:52\p:commandButton:211:124 with value menu
10-01-2022 20:26:03.667 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPeriodMovement.xhtml\ui:composition:26:57\ui:define:36:39\h:outputText:38:87 with value messages
10-01-2022 20:26:03.667 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPeriodMovement.xhtml\ui:composition:26:57\ui:define:46:34\li:51:67\a:52:25 with value breadcrumb
10-01-2022 20:26:03.667 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPeriodMovement.xhtml\ui:composition:26:57\ui:define:36:39\o:outputFormat:41:89 with value messages
10-01-2022 20:26:03.667 INFO  c.e.x.service.XmlServiceImpl.analyzeDependencyFromBeanToView - Bean:  call injectedBean: C:\Users\thanh\Documents\web-budget\src\main\webapp\secured\financial\movement\period\formPeriodMovement.xhtml\ui:composition:26:57\ui:define:60:31\h:form:61:59\div:72:71\div:73:53\h3:74:43\h:outputText:79:102 with value messages
